name,url,rate,director,type,country,year
猫鼠游戏 Catch Me If You Can,https://movie.douban.com/subject/21318488/,8.7,导演: 大卫·芬奇,类型: 剧情 / 犯罪 / 悬疑 / 惊悚,制片国家/地区: 美国,年份: 2014
夺宝奇兵 Raiders of the Lost Ark,https://movie.douban.com/subject/1292656/,8.9,导演: 格斯·范·桑特,类型: 剧情,制片国家/地区: 美国,年份: 1997
爱在黎明破晓前 Before Sunrise,https://movie.douban.com/subject/1296339/,8.8,导演: 理查德·林克莱特,类型: 剧情 / 爱情,制片国家/地区: 美国/奥地利/瑞士,年份: 1995
后窗 Rear Window,https://movie.douban.com/subject/1300299/,8.9,导演: 奉俊昊,类型: 剧情 / 动作 / 犯罪 / 悬疑 / 惊悚,制片国家/地区: 韩国,年份: 2003
美国X档案 American History X,https://movie.douban.com/subject/3011235/,8.9,导演: 大卫·叶茨,类型: 奇幻 / 冒险,制片国家/地区: 美国/英国,年份: 2011
星球大战2：帝国反击战 Star Wars: Episode V - The Empire Strikes Back,https://movie.douban.com/subject/1905462/,8.6,导演: 西恩·潘,类型: 冒险 / 传记 / 剧情,制片国家/地区: 美国,年份: 2007
无间道风云 The Departed,https://movie.douban.com/subject/11525673/,8.9,导演: 韦斯·安德森,类型: 剧情 / 喜剧 / 冒险,制片国家/地区: 美国/德国/英国,年份: 2014
荒野生存 Into the Wild,https://movie.douban.com/subject/1305487/,9.1,导演: 史蒂文·斯皮尔伯格,类型: 传记 / 犯罪 / 剧情,制片国家/地区: 美国/加拿大,年份: 2002
爆裂鼓手 Whiplash,https://movie.douban.com/subject/1296528/,8.4,导演: 厄文·克什纳,类型: 动作 / 冒险 / 科幻,制片国家/地区: 美国,年份: 1980
星球大战 Star Wars,https://movie.douban.com/subject/1292268/,8.4,导演: 马丁·斯科塞斯,类型: 剧情 / 传记 / 犯罪,制片国家/地区: 美国,年份: 1990
生活多美好 It's a Wonderful Life,https://movie.douban.com/subject/1293838/,8.4,导演: 乔治·卢卡斯,类型: 动作 / 科幻 / 冒险,制片国家/地区: 美国,年份: 1977
布达佩斯大饭店 The Grand Budapest Hotel,https://movie.douban.com/subject/1293749/,9.3,导演: 弗兰克·卡普拉,类型: 剧情 / 爱情 / 奇幻,制片国家/地区: 美国,年份: 1946
现代启示录 Apocalypse Now,https://movie.douban.com/subject/1293394/,8.7,导演: 赛尔乔·莱昂内,类型: 剧情 / 犯罪 / 西部,制片国家/地区: 意大利/美国,年份: 1968
好家伙 GoodFellas,https://movie.douban.com/subject/1293527/,8.5,导演: 托尼·凯耶,类型: 犯罪 / 剧情,制片国家/地区: 美国,年份: 1998
猜火车 Trainspotting,https://movie.douban.com/subject/1296717/,7.9,导演: 史蒂文·斯皮尔伯格,类型: 动作 / 冒险,制片国家/地区: 美国/英国,年份: 1981
杀人回忆 살인의 추억,https://movie.douban.com/subject/1299080/,8.6,导演: 阿尔弗雷德·希区柯克,类型: 悬疑 / 惊悚,制片国家/地区: 美国,年份: 1954
回到未来 Back to the Future,https://movie.douban.com/subject/1315316/,7.3,导演: 马丁·斯科塞斯,类型: 剧情 / 犯罪 / 惊悚,制片国家/地区: 美国/中国香港,年份: 2006
西部往事 C'era una volta il West,https://movie.douban.com/subject/1300555/,8.7,导演: 罗伯特·泽米吉斯,类型: 喜剧 / 科幻 / 冒险,制片国家/地区: 美国,年份: 1985
你的名字。 君の名は。,https://movie.douban.com/subject/1292260/,8.5,导演: 弗朗西斯·福特·科波拉,类型: 剧情 / 战争,制片国家/地区: 美国,年份: 1979
公民凯恩 Citizen Kane,https://movie.douban.com/subject/1322848/,8.8,导演: 斯坦利·库布里克,类型: 剧情 / 喜剧 / 战争,制片国家/地区: 美国/英国,年份: 1964
西北偏北 North by Northwest,https://movie.douban.com/subject/1298733/,8.8,导演: 比利·怀德,类型: 剧情 / 黑色电影,制片国家/地区: 美国,年份: 1950
大独裁者 The Great Dictator,https://movie.douban.com/subject/1300868/,8.2,导演: 雷德利·斯科特,类型: 恐怖 / 科幻,制片国家/地区: 英国/美国,年份: 1979
杀死一只知更鸟 To Kill a Mockingbird,https://movie.douban.com/subject/1291990/,8.9,导演: 理查德·林克莱特,类型: 剧情 / 爱情,制片国家/地区: 美国/法国,年份: 2004
阿拉伯的劳伦斯 Lawrence of Arabia,https://movie.douban.com/subject/1295646/,9.1,导演: 查理·卓别林,类型: 喜剧 / 剧情 / 战争,制片国家/地区: 美国,年份: 1940
全金属外壳 Full Metal Jacket,https://movie.douban.com/subject/1292225/,8.3,导演: 斯坦利·库布里克,类型: 剧情 / 悬疑 / 恐怖,制片国家/地区: 英国/美国,年份: 1980
异形 Alien,https://movie.douban.com/subject/1292969/,9.1,导演: 斯坦利·库布里克,类型: 剧情 / 战争,制片国家/地区: 美国,年份: 1957
异形2 Aliens,https://movie.douban.com/subject/1293792/,8.1,导演: 詹姆斯·卡梅隆,类型: 动作 / 科幻 / 惊悚 / 冒险,制片国家/地区: 美国,年份: 1986
偷自行车的人 Ladri di biciclette,https://movie.douban.com/subject/1308865/,8.2,导演: 朴赞郁,类型: 剧情 / 动作 / 悬疑 / 惊悚,制片国家/地区: 韩国,年份: 2003
出租车司机 Taxi Driver,https://movie.douban.com/subject/1292288/,8.7,导演: 奥逊·威尔斯,类型: 剧情 / 悬疑,制片国家/地区: 美国,年份: 1941
星球大战3：绝地归来 Star Wars: Episode VI - Return of the Jedi,https://movie.douban.com/subject/1295872/,8.3,导演: 阿尔弗雷德·希区柯克,类型: 悬疑 / 惊悚 / 冒险,制片国家/地区: 美国,年份: 1959
日落大道 Sunset Blvd.,https://movie.douban.com/subject/1297294/,8.7,导演: 阿尔弗雷德·希区柯克,类型: 爱情 / 悬疑 / 惊悚,制片国家/地区: 美国,年份: 1958
M就是凶手 M - Eine Stadt sucht einen Mörder,https://movie.douban.com/subject/1293909/,9.1,导演: 沃尔夫冈·彼德森,类型: 剧情 / 历史 / 战争 / 冒险,制片国家/地区: 西德,年份: 1981
莫扎特传 Amadeus,https://movie.douban.com/subject/1297151/,8.4,导演: 理查德·马昆德,类型: 动作 / 科幻 / 冒险,制片国家/地区: 美国,年份: 1983
骗中骗 The Sting,https://movie.douban.com/subject/1293381/,8.3,导演: 弗里茨·朗,类型: 剧情 / 犯罪 / 惊悚 / 黑色电影,制片国家/地区: 德国,年份: 1931
